id,Leaf Blower,Leaf Destroyer,Leaf Storm-nado,Leaf A-leaf-eator,age,home
614,No,Yes,Yes,No,22.75312333,Rent
615,No,Yes,No,Yes,19.60323409,Rent
616,No,No,No,No,29.69248973,Rent
617,No,Yes,Yes,No,27.48351871,Rent
618,No,Yes,No,No,34.80873819,Own
619,Yes,Yes,Yes,No,49.54269128,Rent
620,No,No,No,No,22.74871043,Rent
621,No,Yes,No,No,42.24246848,Rent
622,No,Yes,Yes,No,50.06581023,Rent
623,No,No,Yes,Yes,51.63149761,Rent
624,No,No,No,No,35.52282917,Rent
625,No,No,No,No,33.31418554,Rent
626,No,Yes,Yes,No,58.49931333,Own
627,No,Yes,No,No,63.69277926,Rent
628,No,Yes,Yes,No,24.20613169,Rent
629,No,No,No,No,23.86587599,Rent
630,Yes,No,No,Yes,36.51522581,Rent
631,No,No,Yes,No,36.09517023,Rent
632,No,Yes,Yes,No,40.75993293,Own
633,No,Yes,No,No,32.03610971,Rent
634,No,No,No,No,59.1315628,Rent
635,No,Yes,Yes,No,24.12861166,Rent
636,No,Yes,No,No,38.47380633,Own
637,Yes,No,Yes,No,40.30560376,Rent
638,No,Yes,No,No,57.55261929,Own
639,No,Yes,No,No,47.32543693,Rent
640,No,Yes,Yes,No,36.68545179,Own
641,No,Yes,No,No,41.27236835,Rent
642,No,Yes,No,No,40.86979289,Own
643,No,Yes,No,No,20.31810752,Rent
644,Yes,Yes,No,No,34.90799684,Rent
645,No,Yes,Yes,No,42.15194083,Own
646,No,Yes,Yes,Yes,51.6668007,Rent
647,No,No,No,No,24.49964161,Rent
648,No,No,No,No,20.92094636,Rent
649,No,Yes,Yes,No,31.65673869,Rent
650,Yes,No,No,No,47.90597748,Rent
651,No,No,No,No,46.0632394,Rent
652,No,No,No,No,40.44690721,Rent
653,No,Yes,Yes,No,32.65331009,Rent
654,No,No,Yes,No,52.47268553,Rent
655,No,Yes,Yes,No,59.16913274,Own
656,No,No,Yes,No,61.52897826,Rent
657,No,No,Yes,No,28.99124252,Rent
658,No,No,No,No,25.97968594,Rent
659,No,Yes,No,No,26.97795891,Rent
660,No,No,No,No,67.34486531,Rent
661,Yes,Yes,No,Yes,53.86329913,Rent
662,No,Yes,Yes,No,49.4817201,Own
663,Yes,Yes,Yes,No,44.54797774,Rent
664,Yes,Yes,No,Yes,53.56723968,Rent
665,No,No,No,Yes,47.74820699,Rent
666,No,Yes,Yes,No,37.33550466,Own
667,No,Yes,No,No,24.84685467,Own
668,No,No,No,Yes,36.89765638,Rent
669,No,Yes,No,No,46.49957657,Rent
670,No,No,Yes,No,20.6258074,Rent
671,No,No,No,No,23.54373766,Rent
672,Yes,No,No,No,26.08214001,Rent
673,Yes,Yes,Yes,No,21.3042757,Rent
674,No,No,Yes,No,43.18715178,Rent
675,No,No,Yes,No,33.95656466,Rent
676,Yes,Yes,Yes,No,33.45907007,Own
677,Yes,Yes,No,No,39.34128843,Rent
678,No,No,Yes,No,44.53043532,Rent
679,No,Yes,Yes,No,25.06161998,Own
680,No,No,Yes,No,68.11808203,Rent
681,No,Yes,Yes,No,44.2344812,Own
682,No,No,No,No,59.17515437,Rent
683,No,Yes,No,No,23.92410939,Rent
684,No,No,No,No,38.90776983,Rent
685,No,Yes,No,No,45.36554094,Rent
686,No,Yes,No,Yes,33.9978111,Rent
687,No,No,Yes,No,55.67747124,Rent
688,No,Yes,No,No,18.98356437,Rent
689,No,Yes,Yes,No,50.5016346,Own
690,No,Yes,Yes,No,54.19834815,Own
691,No,Yes,No,No,23.68260125,Rent
692,No,Yes,No,No,41.75897194,Own
693,No,Yes,Yes,No,51.90532339,Rent
694,No,No,Yes,No,52.2563669,Rent
695,No,No,Yes,No,27.90912863,Rent
696,No,Yes,Yes,No,33.47462769,Own
697,No,No,No,No,41.10581503,Rent
698,No,No,Yes,Yes,37.0435855,Rent
699,No,No,No,No,24.08489525,Rent
700,No,No,No,Yes,33.34585425,Rent
701,No,No,No,No,32.48345376,Rent
702,No,Yes,No,No,57.4169015,Own
703,No,Yes,Yes,No,38.83797535,Rent
704,No,Yes,Yes,No,44.71619449,Rent
705,No,Yes,Yes,No,40.76757569,Own
706,No,Yes,No,No,20.23443668,Rent
707,No,No,Yes,No,37.24884687,Rent
708,No,No,No,Yes,25.16025786,Rent
709,No,Yes,Yes,No,46.5930883,Own
710,No,Yes,No,No,31.21002231,Rent
711,No,No,Yes,No,35.93363674,Rent
712,No,Yes,No,Yes,18.90069674,Rent
713,No,No,No,No,39.42443421,Rent
714,No,Yes,Yes,No,33.08933629,Rent
715,No,No,No,No,32.09674992,Rent
716,No,Yes,No,No,54.64830156,Rent
717,No,Yes,Yes,No,40.56502488,Own
718,No,No,No,No,44.27334057,Rent
719,No,No,No,No,54.27410078,Rent
720,No,No,Yes,No,22.06750155,Rent
721,No,Yes,Yes,No,41.35147063,Own
722,No,Yes,No,No,26.64726041,Rent
723,No,Yes,No,No,38.27501743,Own
724,No,No,Yes,No,64.4445624,Rent
725,No,Yes,Yes,No,19.65790931,Rent
726,No,Yes,No,No,32.47544969,Own
727,No,No,No,No,63.26087426,Rent
728,No,Yes,No,No,23.27503365,Own
729,No,Yes,Yes,No,27.53881004,Rent
730,No,No,No,No,33.27392908,Rent
731,Yes,Yes,Yes,Yes,36.33703889,Rent
732,No,Yes,Yes,No,24.69181956,Rent
733,No,Yes,Yes,No,30.16521328,Own
734,No,Yes,Yes,No,43.31503882,Own
735,No,Yes,Yes,No,37.81338843,Rent
736,No,Yes,Yes,No,65.59076835,Own
737,No,Yes,No,No,32.46744454,Rent
738,No,Yes,No,No,30.1513667,Rent
739,No,No,Yes,No,49.30623958,Rent
740,No,Yes,Yes,Yes,52.63865864,Rent
741,No,Yes,Yes,No,48.10105258,Rent
742,No,Yes,No,No,26.11897488,Rent
743,No,Yes,No,No,56.44337139,Rent
744,No,Yes,Yes,No,27.47001098,Own
745,No,Yes,No,No,47.3498143,Rent
746,No,Yes,No,No,44.28433441,Rent
747,No,No,No,Yes,52.96236231,Rent
748,No,No,No,Yes,56.5051383,Rent
749,No,Yes,No,No,34.26674692,Own
750,No,Yes,No,No,60.45359645,Rent
751,No,Yes,Yes,No,36.52808586,Own
752,No,No,No,No,36.11829181,Rent
753,Yes,Yes,Yes,No,32.25987114,Rent
754,No,No,No,No,52.89871166,Rent
755,No,Yes,Yes,No,44.29306588,Rent
756,No,Yes,No,No,51.16468745,Rent
757,No,Yes,Yes,No,44.18373927,Own
758,No,Yes,Yes,No,61.06806706,Own
759,No,Yes,Yes,No,65.32192642,Rent
760,No,Yes,Yes,No,66.40309652,Own
761,No,Yes,No,No,33.96959169,Rent
762,No,Yes,No,Yes,35.38484418,Rent
763,No,Yes,No,No,37.35114234,Rent
764,No,No,No,No,48.11807975,Rent
765,No,Yes,Yes,No,70.27051058,Own
766,Yes,Yes,Yes,No,29.86046805,Own
767,No,Yes,No,No,37.4490358,Rent
768,No,Yes,Yes,No,24.1091512,Rent
769,No,No,No,No,34.72612698,Rent
770,No,Yes,No,Yes,49.27298756,Rent
771,No,Yes,Yes,No,59.68421334,Own
772,No,Yes,No,No,53.12095212,Own
773,No,No,No,No,19.51980702,Rent
774,No,Yes,Yes,No,46.12408701,Rent
775,No,Yes,No,Yes,50.31037533,Rent
776,Yes,No,Yes,No,29.31010266,Rent
777,No,Yes,No,Yes,32.6441104,Rent
778,No,Yes,Yes,No,19.56199267,Rent
779,No,No,No,No,54.35710455,Rent
780,No,Yes,Yes,No,68.1558089,Own
781,No,Yes,No,Yes,38.8239539,Rent
782,No,No,Yes,No,41.41077978,Rent
783,No,No,Yes,Yes,26.20444547,Rent
784,Yes,Yes,Yes,No,26.34137939,Own
785,No,No,Yes,No,40.43308475,Rent
786,No,No,Yes,Yes,34.37326516,Rent
787,No,Yes,Yes,No,29.59064058,Own
788,No,No,No,No,34.97172779,Rent
789,No,Yes,Yes,Yes,28.87117187,Rent
790,No,No,Yes,No,21.02176446,Rent
791,No,Yes,No,No,33.25745786,Rent
792,No,Yes,Yes,No,53.99234643,Own
793,No,Yes,No,No,23.52055221,Rent
794,No,No,No,No,28.87382068,Rent
795,No,No,No,No,24.17783982,Rent
796,No,Yes,No,No,51.35886216,Rent
797,No,Yes,Yes,No,50.97803553,Rent
798,No,No,Yes,No,47.52559941,Rent
799,Yes,Yes,Yes,No,42.44500847,Own
800,No,Yes,Yes,No,38.33450859,Rent
801,No,No,No,Yes,29.0003232,Rent
802,No,Yes,No,No,28.6575108,Rent
803,No,Yes,No,No,38.57090957,Rent
804,No,No,Yes,Yes,30.11786221,Rent
805,No,Yes,Yes,No,51.70546483,Own
806,No,No,Yes,No,49.38766862,Rent
807,No,Yes,Yes,No,55.56291284,Rent
808,No,Yes,Yes,No,31.93909401,Own
809,No,Yes,No,No,21.26089828,Rent
810,No,Yes,Yes,No,37.40962486,Rent
811,No,Yes,No,No,55.43735639,Own
812,No,Yes,Yes,No,44.41950619,Own
813,No,No,No,No,19.54549384,Rent
814,No,Yes,No,No,27.02262389,Rent
815,No,No,No,No,31.88958782,Rent
816,No,Yes,No,No,58.24594533,Rent
817,No,Yes,Yes,No,25.99098157,Rent
818,No,No,No,No,33.58432576,Rent
819,No,No,No,No,33.65763107,Rent
820,No,Yes,Yes,Yes,55.80390165,Rent
821,No,No,Yes,Yes,31.31483716,Rent
822,Yes,Yes,Yes,No,41.69356249,Own
823,No,Yes,No,Yes,23.4932835,Rent
824,No,Yes,Yes,No,40.81820207,Rent
825,No,No,No,No,22.38545247,Rent
826,No,Yes,Yes,No,20.06495383,Rent
827,No,Yes,Yes,No,21.15153906,Rent
828,No,Yes,No,No,53.52222347,Own
829,No,No,No,No,34.66545282,Rent
830,No,No,Yes,No,53.335194,Rent
831,No,No,No,Yes,18.40145399,Rent
832,Yes,Yes,No,Yes,35.94050285,Rent
833,No,Yes,Yes,No,29.39344396,Own
834,No,Yes,Yes,No,55.90136573,Own
835,No,No,No,No,49.04770096,Rent
836,No,Yes,Yes,No,26.93538841,Rent
837,No,Yes,No,No,42.44846824,Rent
838,No,Yes,Yes,No,41.43237006,Rent
839,No,Yes,No,Yes,30.98875903,Rent
840,No,No,No,No,36.26430344,Rent
841,No,Yes,Yes,No,38.68942556,Rent
842,No,Yes,No,Yes,27.08766891,Rent
843,No,Yes,No,No,35.96060704,Rent
844,No,Yes,Yes,No,43.1190285,Rent
845,No,No,Yes,No,26.05176575,Rent
846,No,No,No,No,18.86851446,Rent
847,No,No,Yes,No,37.89365156,Rent
848,No,Yes,No,No,61.7362099,Own
849,No,Yes,Yes,No,55.4194933,Rent
850,No,Yes,Yes,No,33.14060675,Own
851,No,Yes,Yes,No,34.82413857,Rent
852,No,No,No,No,29.44742619,Rent
853,No,Yes,Yes,Yes,56.1884368,Rent
854,No,Yes,No,No,19.40022533,Rent
855,No,Yes,Yes,No,60.91497997,Own
856,No,Yes,No,Yes,56.74653242,Rent
857,No,Yes,Yes,No,39.84393545,Rent
858,No,Yes,Yes,Yes,52.60849945,Rent
859,No,Yes,No,No,33.24800755,Rent
860,No,Yes,Yes,No,33.03105362,Rent
861,Yes,Yes,No,No,51.44557282,Own
862,No,Yes,No,No,50.15844105,Rent
863,No,Yes,No,No,41.90626605,Rent
864,No,No,No,Yes,24.58337198,Rent
865,No,Yes,No,No,47.01104018,Rent
866,No,No,Yes,Yes,34.75466836,Rent
867,No,Yes,No,Yes,36.72083327,Rent
868,No,No,Yes,Yes,48.96836722,Rent
869,No,Yes,Yes,No,59.28916231,Own
870,No,Yes,No,Yes,36.39384091,Rent
871,No,Yes,No,No,34.64510966,Rent
872,No,Yes,No,Yes,24.55436855,Rent
873,No,Yes,Yes,No,57.72185149,Own
874,No,Yes,Yes,No,35.18730841,Own
875,No,No,Yes,No,28.82949399,Rent
876,No,No,Yes,No,39.4721894,Rent
877,No,Yes,Yes,No,47.46458322,Own
878,No,No,Yes,No,48.15426528,Rent
879,No,Yes,No,No,34.55167314,Own
880,No,No,No,No,43.25018026,Rent
881,No,Yes,Yes,Yes,43.76014495,Own
882,No,Yes,No,No,46.01211953,Own
883,Yes,No,No,No,53.44004967,Rent
884,No,No,No,No,41.76976942,Rent
885,No,Yes,No,Yes,38.72435135,Rent
886,No,No,Yes,No,50.32033879,Rent
887,No,No,No,No,19.62140823,Rent
888,No,Yes,No,No,34.15063887,Rent
889,No,No,Yes,No,50.2946912,Rent
890,No,No,Yes,Yes,32.27096139,Rent
891,No,Yes,No,Yes,48.1547706,Rent
892,No,No,Yes,Yes,27.91363966,Rent
893,Yes,Yes,No,No,35.32117294,Rent
894,No,Yes,Yes,Yes,60.89784839,Rent
895,No,No,Yes,No,36.27509127,Rent
896,No,Yes,Yes,No,56.77795189,Own
897,No,Yes,No,No,51.4236597,Own
898,No,Yes,Yes,No,18.52646816,Rent
899,No,Yes,Yes,No,61.62270829,Own
900,No,Yes,Yes,No,58.49887282,Own
901,No,Yes,Yes,No,31.25985686,Rent
902,No,Yes,No,No,29.45056331,Own
903,No,No,No,No,41.19432455,Rent
904,No,Yes,No,No,34.39201223,Own
905,No,Yes,Yes,No,27.11261704,Rent
906,No,No,No,No,35.41828074,Rent
907,No,No,Yes,Yes,29.17806656,Rent
908,No,No,Yes,No,42.52267599,Rent
909,No,Yes,Yes,No,31.25387013,Rent
910,No,No,No,Yes,37.9353298,Rent
911,No,Yes,No,No,38.45237763,Rent
912,No,Yes,No,No,58.92733691,Own
913,No,Yes,Yes,Yes,34.80820822,Rent
914,Yes,Yes,No,No,40.8528542,Rent
915,No,Yes,Yes,No,26.84607067,Own
916,No,Yes,No,No,62.45237728,Rent
917,No,Yes,Yes,No,50.81321564,Own
918,Yes,Yes,No,Yes,19.40546555,Rent
919,No,Yes,Yes,No,62.92196809,Own
920,No,Yes,No,No,34.29967555,Rent
921,No,Yes,Yes,No,24.54663521,Rent
922,Yes,Yes,No,Yes,32.75922087,Rent
923,No,Yes,No,Yes,29.065548,Rent
924,No,Yes,Yes,No,49.46764523,Own
925,No,Yes,Yes,No,42.7629207,Own
926,No,No,No,No,27.09005477,Rent
927,No,Yes,No,No,51.60646586,Own
928,No,Yes,No,Yes,57.63369453,Rent
929,No,Yes,Yes,No,40.07603913,Own
930,Yes,Yes,Yes,No,46.40616043,Own
931,Yes,No,No,No,48.22793107,Rent
932,No,Yes,No,No,35.52926227,Own
933,No,No,No,No,28.34788775,Rent
934,No,Yes,Yes,No,47.08227066,Own
935,No,Yes,No,No,72.13664941,Own
936,No,No,Yes,No,33.80171476,Rent
937,No,Yes,Yes,Yes,44.8792628,Rent
938,No,No,Yes,No,23.40398925,Rent
939,No,No,No,No,26.59380829,Rent
940,No,No,No,No,19.16231512,Rent
941,No,Yes,Yes,No,48.1173563,Own
942,No,No,Yes,No,18.64839001,Rent
943,No,No,Yes,No,32.31436564,Rent
944,No,Yes,Yes,No,30.04551403,Rent
945,No,No,Yes,No,45.06116138,Rent
946,No,Yes,Yes,No,31.21118152,Own
947,No,No,No,No,39.52613854,Rent
948,Yes,Yes,No,No,27.93460074,Own
949,No,Yes,Yes,No,27.80018556,Rent
950,No,Yes,No,No,56.47169762,Own
951,No,Yes,Yes,No,41.90024955,Own
952,No,Yes,Yes,No,24.79542669,Rent
953,No,Yes,No,No,25.69846198,Rent
954,No,No,Yes,No,46.70205414,Rent
955,No,Yes,No,Yes,35.86758906,Rent
956,No,Yes,No,No,67.10526431,Own
957,No,Yes,No,No,20.45384934,Rent
958,No,Yes,Yes,No,36.94557774,Rent
959,Yes,No,Yes,No,36.6335694,Rent
960,No,No,Yes,No,44.65051936,Rent
961,No,No,No,No,20.66317639,Rent
962,No,Yes,No,No,69.70491405,Own
963,Yes,No,No,No,37.49798202,Rent
964,Yes,Yes,Yes,No,48.25686511,Own
965,No,Yes,Yes,No,23.77619385,Rent
966,No,Yes,No,No,46.84772166,Own
967,No,Yes,Yes,No,57.6558293,Rent
968,Yes,Yes,No,Yes,35.75947585,Rent
969,No,No,No,No,45.68872069,Rent
970,No,Yes,Yes,No,18.39508309,Rent
971,No,Yes,Yes,No,38.39690674,Rent
972,No,Yes,No,No,36.6319686,Rent
973,No,Yes,No,Yes,30.46558883,Rent
974,No,No,No,No,52.6428217,Rent
975,No,Yes,No,No,34.97706359,Rent
976,No,No,Yes,No,37.66658053,Rent
977,No,Yes,No,No,23.55534099,Own
978,No,Yes,Yes,No,29.9798675,Own
979,No,No,No,Yes,29.07307608,Rent
980,No,Yes,Yes,No,59.59732228,Own
981,No,Yes,Yes,Yes,22.86603519,Rent
982,No,Yes,No,No,28.34616726,Own
983,No,Yes,No,No,37.72092051,Rent
984,No,Yes,Yes,No,46.2913295,Rent
985,No,Yes,Yes,No,23.38278318,Rent
986,No,Yes,Yes,No,30.68917102,Rent
987,No,No,No,No,29.50575734,Rent
988,No,Yes,Yes,No,36.41647628,Rent
989,No,Yes,No,No,23.69215625,Rent
990,No,No,No,No,28.50420058,Rent
991,No,Yes,Yes,No,38.27972434,Rent
992,No,Yes,No,No,38.92912778,Rent
993,No,No,No,No,53.42640677,Rent
994,No,Yes,No,No,35.64292509,Rent
995,No,Yes,No,No,37.8480555,Own
996,No,Yes,No,No,49.33990969,Rent
997,No,Yes,No,No,27.57667944,Own
998,No,Yes,Yes,No,49.17800339,Own
999,No,Yes,Yes,No,50.52924434,Own
1000,No,No,Yes,No,19.83452152,Rent
1001,No,Yes,Yes,No,56.82508816,Own
1002,No,Yes,No,No,55.83387298,Own
1003,No,No,Yes,No,32.01325422,Rent
1004,No,Yes,No,No,31.88865288,Rent
1005,No,Yes,Yes,No,45.9402888,Own
1006,No,No,No,No,27.02898771,Rent
1007,No,No,Yes,No,53.25716452,Rent
1008,No,No,Yes,No,54.33621743,Rent
1009,No,No,No,Yes,25.02193775,Rent
1010,No,No,Yes,No,31.92264089,Rent
1011,No,No,No,No,18.85002246,Rent
1012,Yes,Yes,No,No,49.44738957,Rent
1013,No,Yes,Yes,No,39.54188206,Own
1014,No,Yes,No,No,37.49203583,Own
1015,No,No,No,No,31.8979793,Rent
1016,No,Yes,No,No,30.7943,Rent
1017,No,No,Yes,No,36.57247868,Rent
1018,No,No,Yes,No,37.56279515,Rent
1019,No,Yes,Yes,No,21.53950773,Own
1020,No,No,Yes,No,43.55266418,Rent
1021,Yes,Yes,Yes,No,49.26332635,Rent
1022,No,No,No,No,39.7123525,Rent
1023,No,No,Yes,Yes,27.65792167,Rent
1024,No,No,Yes,Yes,39.59992818,Rent
1025,No,No,No,No,42.0798521,Rent
1026,No,Yes,No,No,36.88511481,Rent
1027,No,No,No,No,28.22756106,Rent
1028,No,Yes,No,No,60.81018606,Rent
1029,No,No,Yes,Yes,32.90127164,Rent
1030,No,Yes,Yes,No,33.23759273,Rent
1031,No,Yes,No,No,49.02766151,Rent
1032,No,Yes,No,No,41.0965032,Rent
1033,No,Yes,No,No,33.05208245,Own
1034,No,Yes,Yes,No,38.78825737,Rent
1035,No,Yes,No,No,28.27209437,Rent
1036,No,Yes,No,No,53.62805992,Own
1037,No,Yes,Yes,No,64.95969998,Own
1038,No,Yes,Yes,No,62.61992185,Own
1039,No,Yes,Yes,No,63.18051974,Own
1040,No,Yes,Yes,Yes,35.18789315,Rent
1041,No,Yes,No,No,30.66024613,Rent
1042,No,Yes,No,Yes,35.35343218,Rent
1043,No,No,Yes,Yes,32.19394965,Rent
1044,No,Yes,Yes,Yes,40.81871364,Rent
1045,No,Yes,Yes,No,54.46449041,Rent
1046,No,Yes,Yes,No,40.17188855,Own
1047,No,Yes,Yes,No,48.60606765,Own
1048,No,Yes,Yes,No,30.88588513,Own
1049,No,Yes,No,No,45.56979533,Rent
1050,No,No,Yes,No,43.86420801,Rent
1051,No,Yes,No,No,40.17610738,Rent
1052,No,Yes,Yes,No,56.50721487,Own
1053,No,Yes,Yes,No,27.57168471,Own
1054,No,Yes,Yes,No,51.04588252,Own
1055,No,No,Yes,No,45.48329216,Rent
1056,No,No,No,No,30.42458395,Rent
1057,No,Yes,Yes,No,34.03430047,Rent
1058,No,Yes,Yes,No,29.44129125,Own
1059,No,Yes,Yes,No,66.63297042,Own
1060,No,Yes,Yes,No,55.32196484,Own
1061,No,Yes,Yes,No,31.15558383,Rent
1062,No,Yes,Yes,No,29.78464986,Rent
1063,No,Yes,No,Yes,24.75809227,Rent
1064,No,Yes,No,No,25.1932474,Rent
1065,No,No,No,No,28.11314642,Rent
1066,No,No,Yes,No,29.51026052,Rent
1067,No,Yes,No,Yes,29.46860728,Rent
1068,No,No,No,No,28.42957725,Rent
1069,No,Yes,Yes,No,58.91561122,Own
1070,No,No,Yes,No,37.02887033,Rent
1071,Yes,Yes,No,No,47.66783036,Own
1072,No,No,Yes,No,36.88694606,Rent
1073,No,Yes,No,No,35.63574634,Own
1074,No,Yes,Yes,Yes,19.60200398,Rent
1075,No,No,Yes,No,31.08000431,Rent
1076,No,Yes,Yes,No,48.63786401,Rent
1077,No,Yes,No,No,41.26169525,Rent
1078,No,Yes,Yes,No,36.69935686,Rent
1079,No,No,Yes,No,39.6481854,Rent
1080,No,No,No,No,31.78361525,Rent
1081,No,No,No,Yes,42.99370799,Rent
1082,No,No,Yes,No,22.99825885,Rent
1083,No,Yes,Yes,No,35.09536048,Rent
1084,No,Yes,Yes,No,49.41729061,Rent
1085,No,No,Yes,No,35.81393022,Rent
1086,No,Yes,No,No,20.17658404,Rent
1087,No,Yes,Yes,No,58.25166905,Own
1088,No,Yes,Yes,No,62.84961789,Rent
1089,No,No,No,No,24.20436844,Rent
1090,No,Yes,No,No,28.0865914,Rent
1091,No,Yes,Yes,No,42.946091,Rent
1092,No,No,Yes,Yes,40.60449636,Rent
1093,No,Yes,Yes,Yes,20.73305715,Rent
1094,Yes,Yes,No,No,72.63888451,Own
1095,No,Yes,No,No,22.41996327,Rent
1096,No,Yes,Yes,No,41.29121233,Rent
1097,Yes,Yes,No,Yes,22.54790498,Rent
1098,No,Yes,Yes,No,38.87366379,Own
1099,No,Yes,No,No,24.87440269,Rent
1100,Yes,Yes,No,No,18.23789365,Rent
1101,No,Yes,No,No,46.81730695,Own
1102,No,No,Yes,Yes,44.76299163,Rent
1103,No,Yes,No,No,38.58399861,Own
1104,No,Yes,No,No,46.37270291,Rent
1105,No,Yes,No,Yes,27.50329262,Rent
1106,No,Yes,No,Yes,30.33985853,Rent
1107,Yes,Yes,Yes,No,26.66714627,Rent
1108,No,No,No,Yes,39.02971649,Rent
1109,No,Yes,No,No,42.5079423,Rent
1110,No,No,Yes,No,23.02948483,Rent
1111,No,Yes,Yes,Yes,30.24801425,Rent
1112,No,No,Yes,Yes,54.05051895,Rent
1113,No,No,No,Yes,49.78624226,Rent
1114,No,No,No,No,50.59980151,Rent
1115,No,Yes,No,No,66.85390509,Own
1116,No,Yes,No,No,29.13823375,Rent
1117,No,No,No,Yes,41.39717506,Rent
1118,No,No,Yes,No,39.48267726,Rent
1119,Yes,No,No,Yes,39.21054858,Rent
1120,No,Yes,No,No,46.70154992,Rent
1121,No,Yes,No,Yes,31.65307877,Rent
1122,No,No,Yes,Yes,36.30401922,Rent
1123,Yes,Yes,Yes,No,50.85094056,Own
1124,No,No,No,Yes,45.74799178,Rent
1125,No,No,No,Yes,35.59817026,Rent
1126,No,No,No,Yes,41.99285737,Rent
1127,No,No,No,Yes,35.41779424,Rent
1128,Yes,Yes,No,No,41.20542411,Rent
1129,No,Yes,Yes,No,23.96811382,Own
1130,No,Yes,No,No,58.29198296,Own
1131,No,Yes,Yes,No,41.74642013,Own
1132,No,No,Yes,No,21.92318722,Rent
1133,Yes,No,No,Yes,69.49378152,Rent
1134,No,No,Yes,No,32.40876311,Rent
1135,No,Yes,No,Yes,21.94448653,Rent
1136,No,No,No,No,37.22564928,Rent
1137,Yes,Yes,Yes,No,49.66084203,Own
1138,No,No,No,No,44.02111698,Rent
1139,No,No,No,No,46.06657353,Rent
1140,No,No,Yes,Yes,34.29630857,Rent
1141,No,Yes,No,Yes,36.79278575,Rent
1142,No,Yes,No,No,31.74420189,Rent
1143,No,No,No,No,38.00398012,Rent
1144,No,Yes,No,No,42.26486748,Own
1145,No,No,Yes,Yes,43.56929605,Rent
1146,No,Yes,No,No,51.74877152,Own
1147,No,No,No,No,32.40763686,Rent
1148,No,Yes,Yes,No,35.33067898,Own
1149,No,Yes,No,Yes,37.8009178,Rent
1150,No,Yes,Yes,No,30.33139265,Rent
1151,Yes,Yes,Yes,No,39.44977138,Rent
1152,No,Yes,Yes,No,37.84042739,Own
1153,No,Yes,Yes,No,48.85284925,Own
1154,No,Yes,Yes,Yes,21.88969882,Rent
1155,No,Yes,No,No,59.817266,Own
1156,No,Yes,Yes,No,51.1557366,Own
1157,No,Yes,Yes,No,55.91102001,Own
1158,No,Yes,Yes,No,51.95524359,Own
1159,No,Yes,No,No,53.76597263,Rent
1160,No,No,Yes,No,39.08003809,Rent
1161,No,Yes,No,Yes,25.06209197,Rent
1162,No,Yes,Yes,No,42.48752004,Own
1163,No,Yes,No,Yes,53.64997343,Rent
1164,No,Yes,No,No,32.31769211,Rent
1165,No,Yes,Yes,No,20.0020962,Own
1166,No,Yes,Yes,No,48.77961659,Rent
1167,No,No,No,No,40.14723037,Rent
1168,No,No,No,No,30.67075548,Rent
1169,No,No,Yes,Yes,47.3955447,Rent
1170,No,Yes,No,No,28.01431164,Own
1171,No,Yes,No,No,33.66763327,Rent
1172,No,Yes,Yes,No,51.10338686,Own
1173,No,Yes,No,No,33.82824468,Own
1174,No,Yes,No,No,40.28250034,Rent
1175,No,Yes,Yes,No,74.55979652,Own
1176,No,No,No,No,46.07332962,Rent
1177,No,No,No,Yes,54.63262779,Rent
1178,No,No,No,Yes,32.76067053,Rent
1179,No,Yes,Yes,Yes,24.07182389,Rent
1180,No,Yes,Yes,No,39.0355437,Rent
1181,No,Yes,No,Yes,46.41480319,Rent
1182,No,Yes,Yes,Yes,42.45203467,Rent
1183,No,No,No,Yes,39.95134526,Rent
1184,No,Yes,Yes,No,37.03874281,Rent
1185,No,No,No,Yes,24.24805153,Rent
1186,No,Yes,Yes,No,46.85216718,Own
1187,No,Yes,No,No,38.42730603,Rent
1188,No,Yes,Yes,No,64.37303149,Own
1189,Yes,No,Yes,No,31.39365589,Own
1190,No,Yes,No,No,55.87059812,Rent
1191,No,No,No,No,29.03975659,Rent
1192,No,No,Yes,No,43.83223094,Rent
1193,No,Yes,Yes,No,38.91213613,Rent
1194,Yes,Yes,Yes,No,42.07877222,Rent
1195,No,No,No,Yes,41.77640676,Rent
1196,No,Yes,No,No,62.97497513,Rent
1197,No,Yes,No,No,26.69802125,Own
1198,No,No,Yes,No,29.6838083,Rent
1199,No,No,No,Yes,41.93277005,Rent
1200,No,No,Yes,No,27.51380409,Rent
1201,No,Yes,Yes,No,52.12187757,Own
1202,No,Yes,No,Yes,38.29784941,Rent
1203,No,Yes,No,No,48.69349369,Own
1204,No,Yes,Yes,No,32.57976118,Rent
1205,No,No,Yes,No,51.31068087,Rent
1206,No,Yes,Yes,No,34.07535857,Rent
1207,No,Yes,Yes,No,35.49178992,Rent
1208,No,No,Yes,No,34.20011301,Rent
1209,Yes,Yes,Yes,No,38.71016011,Rent
1210,No,Yes,No,Yes,19.73804492,Rent
1211,No,Yes,Yes,No,41.8653792,Rent
1212,No,No,No,No,37.89124323,Rent
1213,Yes,No,Yes,No,35.67237632,Rent
1214,No,Yes,No,No,38.67927071,Rent
1215,No,Yes,No,Yes,31.42286204,Rent
1216,No,Yes,No,No,51.89156367,Rent
1217,No,Yes,No,No,64.25826324,Own
1218,Yes,Yes,No,No,32.21470424,Own
1219,No,Yes,No,No,36.86323486,Own
1220,Yes,Yes,Yes,No,52.74400193,Rent
