id,age,receive.offer,repeat.customer,prod
843,34,No,Yes,Yard Smasher
844,27,No,No,Yard Smasher
845,32,No,No,Yard Smasher
846,31,No,Yes,Yard Smasher
847,25,No,No,Yard Smasher
848,41,No,No,Yard Smasher
849,27,No,No,Yard Smasher
850,38,No,No,Yard Smasher
851,29,No,Yes,Yard Smasher
852,27,No,Yes,Yard Smasher
853,34,No,Yes,Yard Smasher
854,48,No,No,Yard Smasher
855,36,No,No,Yard Smasher
856,36,No,No,Yard Smasher
857,30,No,No,Yard Smasher
858,25,No,No,Yard Smasher
859,53,No,No,Yard Smasher
860,36,No,Yes,Yard Smasher
861,27,No,No,Yard Smasher
862,38,No,No,Yard Smasher
863,31,No,Yes,Yard Smasher
864,53,No,No,Yard Smasher
865,22,No,No,Yard Smasher
866,32,No,No,Yard Smasher
867,26,No,Yes,Yard Smasher
868,34,No,Yes,Yard Smasher
869,20,No,No,Yard Smasher
870,24,No,No,Yard Smasher
871,35,No,Yes,Yard Smasher
872,27,No,No,Yard Smasher
873,21,No,No,Yard Smasher
874,45,No,No,Yard Smasher
875,25,No,No,Yard Smasher
876,33,No,No,Yard Smasher
877,31,No,No,Yard Smasher
878,25,No,No,Yard Smasher
879,40,No,Yes,Yard Smasher
880,30,No,No,Yard Smasher
881,20,No,No,Yard Smasher
882,40,No,Yes,Yard Smasher
883,37,No,No,Yard Smasher
884,28,No,Yes,Yard Smasher
885,38,No,No,Yard Smasher
886,51,No,No,Yard Smasher
887,29,No,No,Yard Smasher
888,37,No,No,Yard Smasher
889,26,No,Yes,Yard Smasher
890,31,No,No,Yard Smasher
891,34,No,No,Yard Smasher
892,27,No,Yes,Yard Smasher
893,42,No,No,Yard Smasher
894,30,No,No,Yard Smasher
895,46,No,Yes,Yard Smasher
896,41,No,No,Yard Smasher
897,23,No,Yes,Yard Smasher
898,23,No,No,Yard Smasher
899,31,No,No,Yard Smasher
900,27,No,No,Yard Smasher
901,24,No,No,Yard Smasher
902,20,No,Yes,Yard Smasher
903,31,No,No,Yard Smasher
904,25,No,No,Yard Smasher
905,40,No,No,Yard Smasher
906,40,No,No,Yard Smasher
907,28,No,No,Yard Smasher
908,21,No,No,Yard Smasher
909,45,No,No,Yard Smasher
910,27,No,Yes,Yard Smasher
911,29,No,No,Yard Smasher
912,40,No,No,Yard Smasher
913,34,No,No,Yard Smasher
914,27,No,No,Yard Smasher
915,42,No,Yes,Yard Smasher
916,22,No,No,Yard Smasher
917,22,No,Yes,Yard Smasher
918,41,No,No,Yard Smasher
919,21,No,No,Yard Smasher
920,21,No,No,Yard Smasher
921,30,No,No,Yard Smasher
922,31,No,Yes,Yard Smasher
923,31,No,No,Yard Smasher
924,22,No,No,Yard Smasher
925,34,No,Yes,Yard Smasher
926,24,No,No,Yard Smasher
927,19,No,No,Yard Smasher
928,35,No,No,Yard Smasher
929,30,No,Yes,Yard Smasher
930,22,No,Yes,Yard Smasher
931,40,No,No,Yard Smasher
932,25,No,No,Yard Smasher
933,24,No,No,Yard Smasher
934,39,No,Yes,Yard Smasher
935,23,No,Yes,Yard Smasher
936,31,No,No,Yard Smasher
937,26,No,No,Yard Smasher
938,21,No,No,Yard Smasher
939,38,No,No,Yard Smasher
940,54,No,Yes,Yard Smasher
941,20,No,Yes,Yard Smasher
942,35,No,No,Yard Smasher
943,23,No,Yes,Yard Smasher
944,49,No,No,Yard Smasher
945,31,No,No,Yard Smasher
946,43,No,Yes,Yard Smasher
947,24,No,Yes,Yard Smasher
948,40,No,Yes,Yard Smasher
949,30,No,No,Yard Smasher
950,32,No,Yes,Yard Smasher
951,20,No,No,Yard Smasher
952,18,No,No,Yard Smasher
953,28,No,No,Yard Smasher
954,24,No,Yes,Yard Smasher
955,37,No,Yes,Yard Smasher
956,49,No,Yes,Yard Smasher
957,42,No,No,Yard Smasher
958,37,No,No,Yard Smasher
959,32,No,No,Yard Smasher
960,28,No,No,Yard Smasher
961,33,No,No,Yard Smasher
962,35,No,No,Yard Smasher
963,28,No,Yes,Yard Smasher
964,24,No,No,Yard Smasher
965,29,No,Yes,Yard Smasher
966,22,No,Yes,Yard Smasher
967,38,No,No,Yard Smasher
968,38,No,No,Yard Smasher
969,26,No,Yes,Yard Smasher
970,46,No,No,Yard Smasher
971,37,No,No,Yard Smasher
972,30,No,No,Yard Smasher
973,21,No,Yes,Yard Smasher
974,33,No,Yes,Yard Smasher
975,25,No,Yes,Yard Smasher
976,39,No,No,Yard Smasher
977,48,No,Yes,Yard Smasher
978,19,No,No,Yard Smasher
979,24,No,Yes,Yard Smasher
980,33,No,No,Yard Smasher
981,34,No,Yes,Yard Smasher
982,36,No,No,Yard Smasher
983,22,No,Yes,Yard Smasher
984,31,No,No,Yard Smasher
985,25,No,Yes,Yard Smasher
986,45,No,Yes,Yard Smasher
987,30,No,No,Yard Smasher
988,32,No,No,Yard Smasher
989,32,No,No,Yard Smasher
990,25,No,No,Yard Smasher
991,43,No,No,Yard Smasher
992,37,No,No,Yard Smasher
993,26,No,Yes,Yard Smasher
994,47,No,No,Yard Smasher
995,34,No,No,Yard Smasher
996,42,Yes,Yes,Yard Smasher
997,20,No,No,Yard Smasher
998,50,No,No,Yard Smasher
999,29,No,No,Yard Smasher
1000,43,No,Yes,Yard Smasher
1001,21,No,No,Yard Smasher
1002,41,No,No,Yard Smasher
1003,40,No,No,Yard Smasher
1004,31,No,No,Yard Smasher
1005,45,No,Yes,Yard Smasher
1006,37,No,No,Yard Smasher
1007,36,No,No,Yard Smasher
1008,31,No,No,Yard Smasher
1009,22,No,No,Yard Smasher
1010,22,No,No,Yard Smasher
1011,25,No,No,Yard Smasher
1012,29,No,No,Yard Smasher
1013,41,No,No,Yard Smasher
1014,25,No,No,Yard Smasher
1015,25,No,No,Yard Smasher
1016,47,No,No,Yard Smasher
1017,29,No,Yes,Yard Smasher
1018,22,No,No,Yard Smasher
1019,39,No,No,Yard Smasher
1020,32,No,Yes,Yard Smasher
1021,31,No,No,Yard Smasher
1022,44,No,No,Yard Smasher
1023,38,No,No,Yard Smasher
1024,26,No,No,Yard Smasher
1025,26,No,Yes,Yard Smasher
1026,40,No,No,Yard Smasher
1027,40,No,No,Yard Smasher
1028,40,No,No,Yard Smasher
1029,31,No,Yes,Yard Smasher
1030,36,No,No,Yard Smasher
1031,27,No,Yes,Yard Smasher
1032,29,No,Yes,Yard Smasher
1033,29,No,No,Yard Smasher
1034,26,No,No,Yard Smasher
1035,29,No,No,Yard Smasher
1036,24,No,Yes,Yard Smasher
1037,46,No,No,Yard Smasher
1038,44,No,No,Yard Smasher
1039,50,No,No,Yard Smasher
1040,20,No,No,Yard Smasher
1041,50,Yes,No,Yard Smasher
1042,48,No,No,Yard Smasher
1043,21,No,Yes,Yard Smasher
1044,20,No,No,Yard Smasher
1045,32,No,Yes,Yard Smasher
1046,49,No,Yes,Yard Smasher
1047,36,No,No,Yard Smasher
1048,45,No,No,Yard Smasher
1049,40,No,No,Yard Smasher
1050,41,No,No,Yard Smasher
1051,26,No,No,Yard Smasher
1052,26,No,No,Yard Smasher
1053,42,No,No,Yard Smasher
1054,33,No,No,Yard Smasher
1055,19,No,No,Yard Smasher
1056,22,No,Yes,Yard Smasher
1057,48,No,No,Yard Smasher
1058,25,No,Yes,Yard Smasher
1059,32,No,No,Yard Smasher
1060,32,No,No,Yard Smasher
1061,46,No,Yes,Yard Smasher
1062,35,No,No,Yard Smasher
1063,20,No,No,Yard Smasher
1064,30,No,No,Yard Smasher
1065,27,No,Yes,Yard Smasher
1066,21,No,No,Yard Smasher
1067,29,No,No,Yard Smasher
1068,26,No,Yes,Yard Smasher
1069,28,No,No,Yard Smasher
1070,31,No,No,Yard Smasher
1071,23,No,No,Yard Smasher
1072,39,No,No,Yard Smasher
1073,31,No,No,Yard Smasher
1074,31,No,No,Yard Smasher
1075,31,No,No,Yard Smasher
1076,26,No,Yes,Yard Smasher
1077,27,No,No,Yard Smasher
1078,35,No,No,Yard Smasher
1079,28,No,No,Yard Smasher
1080,46,No,No,Yard Smasher
1081,34,No,No,Yard Smasher
1082,39,No,Yes,Yard Smasher
1083,28,No,No,Yard Smasher
1084,36,No,No,Yard Smasher
1085,32,No,No,Yard Smasher
1086,43,No,No,Yard Smasher
1087,28,No,No,Yard Smasher
1088,36,No,No,Yard Smasher
1089,35,No,Yes,Yard Smasher
1090,29,No,Yes,Yard Smasher
1091,53,No,Yes,Yard Smasher
1092,23,No,No,Yard Smasher
1093,39,No,No,Yard Smasher
1094,32,No,Yes,Yard Smasher
1095,42,No,Yes,Yard Smasher
1096,39,No,No,Yard Smasher
1097,28,No,No,Yard Smasher
1098,37,No,No,Yard Smasher
1099,38,No,No,Yard Smasher
1100,33,No,No,Yard Smasher
1101,23,No,No,Yard Smasher
1102,35,No,No,Yard Smasher
1103,19,No,No,Yard Smasher
1104,36,No,No,Yard Smasher
1105,39,No,No,Yard Smasher
1106,29,No,No,Yard Smasher
1107,51,No,No,Yard Smasher
1108,45,No,No,Yard Smasher
1109,27,No,Yes,Yard Smasher
1110,24,No,No,Yard Smasher
1111,32,No,Yes,Yard Smasher
1112,26,No,Yes,Yard Smasher
1113,35,No,Yes,Yard Smasher
1114,28,No,No,Yard Smasher
1115,35,No,Yes,Yard Smasher
1116,25,No,No,Yard Smasher
1117,44,No,Yes,Yard Smasher
1118,25,No,No,Yard Smasher
1119,36,No,Yes,Yard Smasher
1120,43,No,No,Yard Smasher
1121,34,No,No,Yard Smasher
1122,39,No,No,Yard Smasher
1123,24,No,Yes,Yard Smasher
1124,41,No,No,Yard Smasher
1125,39,No,No,Yard Smasher
1126,28,No,No,Yard Smasher
1127,32,No,No,Yard Smasher
1128,26,No,Yes,Yard Smasher
1129,36,No,No,Yard Smasher
1130,31,No,No,Yard Smasher
1131,24,No,Yes,Yard Smasher
1132,47,No,No,Yard Smasher
1133,19,No,No,Yard Smasher
1134,38,No,Yes,Yard Smasher
1135,36,No,Yes,Yard Smasher
1136,30,No,No,Yard Smasher
1137,35,No,No,Yard Smasher
1138,47,No,No,Yard Smasher
1139,32,No,Yes,Yard Smasher
1140,20,No,No,Yard Smasher
1141,30,No,No,Yard Smasher
1142,36,No,No,Yard Smasher
1143,24,No,No,Yard Smasher
1144,37,No,No,Yard Smasher
1145,23,No,No,Yard Smasher
1146,43,No,No,Yard Smasher
1147,44,No,Yes,Yard Smasher
1148,34,No,Yes,Yard Smasher
1149,43,No,No,Yard Smasher
1150,32,No,Yes,Yard Smasher
1151,28,No,No,Yard Smasher
1152,36,No,Yes,Yard Smasher
1153,31,No,No,Yard Smasher
1154,29,No,Yes,Yard Smasher
1155,36,No,No,Yard Smasher
1156,33,No,Yes,Yard Smasher
1157,32,No,No,Yard Smasher
1158,27,No,No,Yard Smasher
1159,43,No,No,Yard Smasher
1160,34,No,No,Yard Smasher
1161,21,No,No,Yard Smasher
1162,22,No,No,Yard Smasher
1163,37,No,Yes,Yard Smasher
1164,31,No,No,Yard Smasher
1165,27,No,No,Yard Smasher
1166,37,No,Yes,Yard Smasher
1167,33,No,No,Yard Smasher
1168,24,No,No,Yard Smasher
1169,47,No,No,Yard Smasher
1170,22,No,No,Yard Smasher
1171,19,No,Yes,Yard Smasher
1172,27,No,Yes,Yard Smasher
1173,29,No,Yes,Yard Smasher
1174,20,No,No,Yard Smasher
1175,31,No,Yes,Yard Smasher
1176,28,No,No,Yard Smasher
1177,33,No,No,Yard Smasher
1178,35,No,Yes,Yard Smasher
1179,34,No,No,Yard Smasher
1180,36,No,No,Yard Smasher
1181,25,No,Yes,Yard Smasher
1182,24,No,Yes,Yard Smasher
1183,29,No,No,Yard Smasher
1184,36,No,No,Yard Smasher
1185,40,No,No,Yard Smasher
1186,31,No,No,Yard Smasher
1187,30,No,No,Yard Smasher
1188,45,No,No,Yard Smasher
1189,19,No,No,Yard Smasher
1190,29,No,No,Yard Smasher
1191,31,No,No,Yard Smasher
1192,21,No,Yes,Yard Smasher
1193,36,No,No,Yard Smasher
1194,28,No,Yes,Yard Smasher
1195,46,No,No,Yard Smasher
1196,18,No,Yes,Yard Smasher
1197,39,No,Yes,Yard Smasher
1198,35,No,No,Yard Smasher
1199,33,No,Yes,Yard Smasher
1200,30,No,No,Yard Smasher
1201,30,No,No,Yard Smasher
1202,24,No,No,Yard Smasher
1203,20,No,Yes,Yard Smasher
1204,33,No,No,Yard Smasher
1205,26,No,No,Yard Smasher
1206,43,No,Yes,Yard Smasher
1207,35,No,Yes,Yard Smasher
1208,24,No,Yes,Yard Smasher
1209,33,No,No,Yard Smasher
1210,42,No,No,Yard Smasher
1211,32,No,Yes,Yard Smasher
1212,22,No,No,Yard Smasher
1213,39,No,Yes,Yard Smasher
1214,42,No,No,Yard Smasher
1215,38,No,No,Yard Smasher
1216,37,No,No,Yard Smasher
1217,29,No,No,Yard Smasher
1218,31,No,No,Yard Smasher
1219,25,No,No,Yard Smasher
1220,31,No,Yes,Yard Smasher
1221,22,No,No,Yard Smasher
1222,30,No,No,Yard Smasher
1223,20,No,No,Yard Smasher
1224,36,No,No,Yard Smasher
1225,32,No,Yes,Yard Smasher
1226,45,No,Yes,Yard Smasher
1227,18,No,No,Yard Smasher
1228,33,No,No,Yard Smasher
1229,38,No,Yes,Yard Smasher
1230,24,No,No,Yard Smasher
1231,23,No,Yes,Yard Smasher
1232,20,No,No,Yard Smasher
1233,19,No,Yes,Yard Smasher
1234,28,No,No,Yard Smasher
1235,34,No,No,Yard Smasher
1236,48,No,No,Yard Smasher
1237,27,No,Yes,Yard Smasher
1238,32,No,No,Yard Smasher
1239,37,No,Yes,Yard Smasher
1240,24,No,No,Yard Smasher
1241,34,No,No,Yard Smasher
1242,38,No,No,Yard Smasher
1243,33,No,No,Yard Smasher
1244,29,No,No,Yard Smasher
1245,31,No,No,Yard Smasher
1246,26,No,No,Yard Smasher
1247,22,No,No,Yard Smasher
1248,41,No,No,Yard Smasher
1249,35,No,No,Yard Smasher
1250,41,No,No,Yard Smasher
1251,32,No,Yes,Yard Smasher
1252,25,No,No,Yard Smasher
1253,33,No,Yes,Yard Smasher
1254,33,No,No,Yard Smasher
1255,34,No,No,Yard Smasher
1256,33,No,No,Yard Smasher
1257,35,No,No,Yard Smasher
1258,40,No,Yes,Yard Smasher
1259,24,No,No,Yard Smasher
1260,28,No,Yes,Yard Smasher
1261,31,No,No,Yard Smasher
1262,37,No,No,Yard Smasher
1263,32,No,No,Yard Smasher
1264,28,No,Yes,Yard Smasher
1265,39,No,No,Yard Smasher
1266,34,No,Yes,Yard Smasher
1267,31,No,No,Yard Smasher
1268,41,No,No,Yard Smasher
1269,32,No,Yes,Yard Smasher
1270,34,No,No,Yard Smasher
1271,42,No,No,Yard Smasher
1272,18,No,No,Yard Smasher
1273,29,No,Yes,Yard Smasher
1274,27,No,Yes,Yard Smasher
1275,58,No,No,Yard Smasher
1276,25,No,Yes,Yard Smasher
1277,23,No,No,Yard Smasher
1278,42,No,Yes,Yard Smasher
1279,30,No,No,Yard Smasher
1280,27,No,No,Yard Smasher
1281,33,No,Yes,Yard Smasher
1282,30,No,Yes,Yard Smasher
1283,18,No,Yes,Yard Smasher
1284,39,No,No,Yard Smasher
1285,32,No,No,Yard Smasher
1286,47,No,Yes,Yard Smasher
1287,46,No,Yes,Yard Smasher
1288,32,No,Yes,Yard Smasher
1289,45,No,No,Yard Smasher
1290,27,No,No,Yard Smasher
1291,44,No,No,Yard Smasher
1292,23,No,Yes,Yard Smasher
1293,27,No,No,Yard Smasher
1294,20,No,Yes,Yard Smasher
1295,34,No,No,Yard Smasher
1296,34,No,No,Yard Smasher
1297,20,No,No,Yard Smasher
1298,25,No,Yes,Yard Smasher
1299,41,No,No,Yard Smasher
1300,51,No,No,Yard Smasher
1301,28,No,No,Yard Smasher
1302,20,No,Yes,Yard Smasher
1303,31,No,No,Yard Smasher
1304,20,No,Yes,Yard Smasher
1305,25,No,No,Yard Smasher
1306,20,No,No,Yard Smasher
1307,34,No,No,Yard Smasher
1308,35,No,No,Yard Smasher
1309,30,No,Yes,Yard Smasher
1310,39,No,Yes,Yard Smasher
1311,29,No,No,Yard Smasher
1312,35,No,No,Yard Smasher
1313,29,No,No,Yard Smasher
1314,33,No,No,Yard Smasher
1315,52,No,No,Yard Smasher
1316,25,No,No,Yard Smasher
1317,42,No,No,Yard Smasher
1318,18,No,Yes,Yard Smasher
1319,24,No,No,Yard Smasher
1320,38,No,No,Yard Smasher
1321,39,No,No,Yard Smasher
1322,27,No,Yes,Yard Smasher
1323,34,No,No,Yard Smasher
1324,28,No,No,Yard Smasher
1325,29,No,No,Yard Smasher
1326,21,No,No,Yard Smasher
1327,23,No,No,Yard Smasher
1328,25,No,No,Yard Smasher
1329,53,No,No,Yard Smasher
1330,24,No,No,Yard Smasher
1331,21,No,Yes,Yard Smasher
1332,39,No,No,Yard Smasher
1333,57,No,No,Yard Smasher
1334,38,No,No,Yard Smasher
1335,29,No,No,Yard Smasher
1336,31,No,Yes,Yard Smasher
1337,25,No,No,Yard Smasher
1338,38,No,Yes,Yard Smasher
1339,33,No,Yes,Yard Smasher
1340,40,No,No,Yard Smasher
1341,29,No,Yes,Yard Smasher
1342,26,No,Yes,Yard Smasher
1343,36,No,No,Yard Smasher
1344,25,No,No,Yard Smasher
1345,32,No,Yes,Yard Smasher
1346,26,No,Yes,Yard Smasher
1347,32,No,Yes,Yard Smasher
1348,19,No,No,Yard Smasher
1349,21,No,No,Yard Smasher
1350,37,No,No,Yard Smasher
1351,28,No,Yes,Yard Smasher
1352,30,Yes,Yes,Yard Smasher
1353,20,No,No,Yard Smasher
1354,31,No,Yes,Yard Smasher
1355,26,No,No,Yard Smasher
1356,20,No,Yes,Yard Smasher
1357,29,No,No,Yard Smasher
1358,37,No,No,Yard Smasher
1359,42,No,No,Yard Smasher
1360,32,No,Yes,Yard Smasher
1361,24,No,No,Yard Smasher
1362,26,No,Yes,Yard Smasher
1363,21,No,No,Yard Smasher
1364,18,No,No,Yard Smasher
1365,26,No,No,Yard Smasher
1366,31,No,No,Yard Smasher
1367,24,No,Yes,Yard Smasher
1368,30,No,No,Yard Smasher
1369,30,No,No,Yard Smasher
1370,24,No,No,Yard Smasher
1371,38,No,No,Yard Smasher
1372,23,No,No,Yard Smasher
1373,23,No,Yes,Yard Smasher
1374,49,No,Yes,Yard Smasher
1375,27,No,No,Yard Smasher
1376,19,No,No,Yard Smasher
1377,54,No,Yes,Yard Smasher
1378,26,No,Yes,Yard Smasher
1379,30,No,No,Yard Smasher
1380,31,No,No,Yard Smasher
1381,46,No,No,Yard Smasher
1382,30,No,No,Yard Smasher
1383,29,No,No,Yard Smasher
1384,22,No,No,Yard Smasher
1385,29,No,No,Yard Smasher
1386,40,No,No,Yard Smasher
1387,43,No,Yes,Yard Smasher
1388,46,No,No,Yard Smasher
1389,40,No,No,Yard Smasher
1390,22,No,No,Yard Smasher
1391,23,No,No,Yard Smasher
1392,37,No,No,Yard Smasher
1393,39,No,No,Yard Smasher
1394,36,No,Yes,Yard Smasher
1395,28,No,No,Yard Smasher
1396,33,No,No,Yard Smasher
1397,23,No,No,Yard Smasher
1398,30,No,Yes,Yard Smasher
1399,40,No,Yes,Yard Smasher
1400,35,No,No,Yard Smasher
1401,35,No,No,Yard Smasher
1402,23,No,Yes,Yard Smasher
1403,22,No,No,Yard Smasher
1404,33,No,No,Yard Smasher
1405,33,No,No,Yard Smasher
1406,30,No,Yes,Yard Smasher
1407,35,No,Yes,Yard Smasher
1408,55,No,No,Yard Smasher
1409,41,No,No,Yard Smasher
1410,29,No,No,Yard Smasher
1411,42,No,No,Yard Smasher
1412,22,No,No,Yard Smasher
1413,31,No,No,Yard Smasher
1414,23,No,No,Yard Smasher
1415,35,No,Yes,Yard Smasher
1416,44,No,No,Yard Smasher
1417,25,No,No,Yard Smasher
1418,24,No,Yes,Yard Smasher
1419,35,No,No,Yard Smasher
1420,46,No,No,Yard Smasher
1421,24,No,No,Yard Smasher
1422,43,No,No,Yard Smasher
1423,18,No,No,Yard Smasher
1424,19,No,No,Yard Smasher
1425,22,No,No,Yard Smasher
1426,32,No,No,Yard Smasher
1427,30,No,No,Yard Smasher
1428,31,No,No,Yard Smasher
1429,38,No,No,Yard Smasher
1430,27,No,No,Yard Smasher
1431,40,No,Yes,Yard Smasher
1432,42,No,No,Yard Smasher
1433,43,No,No,Yard Smasher
1434,19,No,No,Yard Smasher
1435,22,No,No,Yard Smasher
1436,43,No,No,Yard Smasher
1437,39,No,No,Yard Smasher
1438,21,No,Yes,Yard Smasher
1439,32,No,Yes,Yard Smasher
1440,23,No,No,Yard Smasher
1441,20,No,No,Yard Smasher
1442,32,No,No,Yard Smasher
1443,39,No,Yes,Yard Smasher
1444,27,No,No,Yard Smasher
1445,32,Yes,No,Yard Smasher
1446,31,No,Yes,Yard Smasher
1447,32,No,No,Yard Smasher
1448,29,No,Yes,Yard Smasher
1449,40,No,Yes,Yard Smasher
1450,48,No,No,Yard Smasher
1451,31,No,Yes,Yard Smasher
1452,34,No,No,Yard Smasher
1453,27,No,Yes,Yard Smasher
1454,56,No,Yes,Yard Smasher
1455,30,No,No,Yard Smasher
1456,28,No,No,Yard Smasher
1457,38,No,No,Yard Smasher
1458,41,No,Yes,Yard Smasher
1459,25,No,No,Yard Smasher
1460,31,No,Yes,Yard Smasher
1461,22,No,No,Yard Smasher
1462,24,No,No,Yard Smasher
1463,22,No,No,Yard Smasher
1464,34,No,Yes,Yard Smasher
1465,34,No,No,Yard Smasher
1466,27,No,No,Yard Smasher
1467,20,No,Yes,Yard Smasher
1468,32,No,Yes,Yard Smasher
1469,38,No,No,Yard Smasher
1470,29,No,Yes,Yard Smasher
1471,25,No,Yes,Yard Smasher
1472,28,No,No,Yard Smasher
1473,35,No,No,Yard Smasher
1474,42,No,No,Yard Smasher
1475,33,No,No,Yard Smasher
1476,30,No,No,Yard Smasher
1477,19,No,No,Yard Smasher
1478,40,No,No,Yard Smasher
1479,30,No,No,Yard Smasher
1480,41,No,No,Yard Smasher
1481,56,No,No,Yard Smasher
1482,34,No,Yes,Yard Smasher
1483,45,No,No,Yard Smasher
1484,29,No,No,Yard Smasher
1485,22,No,Yes,Yard Smasher
1486,31,No,No,Yard Smasher
1487,19,No,No,Yard Smasher
1488,41,No,No,Yard Smasher
1489,31,No,Yes,Yard Smasher
1490,28,No,No,Yard Smasher
1491,27,No,No,Yard Smasher
1492,31,No,Yes,Yard Smasher
1493,34,No,No,Yard Smasher
1494,49,No,Yes,Yard Smasher
1495,43,No,Yes,Yard Smasher
1496,36,No,No,Yard Smasher
1497,33,No,No,Yard Smasher
1498,33,No,No,Yard Smasher
1499,33,No,No,Yard Smasher
1500,28,No,No,Yard Smasher
1501,21,No,No,Yard Smasher
1502,46,No,Yes,Yard Smasher
1503,38,No,No,Yard Smasher
1504,31,No,No,Yard Smasher
1505,35,No,Yes,Yard Smasher
1506,44,No,Yes,Yard Smasher
1507,34,No,No,Yard Smasher
1508,40,No,No,Yard Smasher
1509,30,No,No,Yard Smasher
1510,47,No,No,Yard Smasher
1511,38,No,No,Yard Smasher
1512,25,No,Yes,Yard Smasher
1513,21,No,No,Yard Smasher
1514,20,No,Yes,Yard Smasher
1515,34,No,Yes,Yard Smasher
1516,28,No,No,Yard Smasher
1517,26,No,No,Yard Smasher
1518,30,No,Yes,Yard Smasher
1519,45,No,Yes,Yard Smasher
1520,34,No,No,Yard Smasher
1521,34,No,Yes,Yard Smasher
1522,35,No,No,Yard Smasher
1523,33,No,Yes,Yard Smasher
1524,40,No,No,Yard Smasher
1525,35,No,No,Yard Smasher
1526,34,No,Yes,Yard Smasher
1527,46,No,No,Yard Smasher
1528,31,No,No,Yard Smasher
1529,41,No,No,Yard Smasher
1530,24,No,No,Yard Smasher
1531,37,No,No,Yard Smasher
1532,37,No,No,Yard Smasher
1533,27,No,Yes,Yard Smasher
1534,38,No,Yes,Yard Smasher
1535,40,No,No,Yard Smasher
1536,41,No,No,Yard Smasher
1537,22,No,No,Yard Smasher
1538,53,No,No,Yard Smasher
1539,50,No,No,Yard Smasher
1540,24,No,Yes,Yard Smasher
1541,33,No,Yes,Yard Smasher
1542,21,No,No,Yard Smasher
1543,18,No,No,Yard Smasher
1544,30,No,Yes,Yard Smasher
1545,45,No,Yes,Yard Smasher
1546,38,No,No,Yard Smasher
1547,44,No,No,Yard Smasher
1548,42,No,No,Yard Smasher
1549,19,No,No,Yard Smasher
1550,19,No,No,Yard Smasher
1551,19,No,No,Yard Smasher
1552,31,Yes,Yes,Yard Smasher
1553,21,No,No,Yard Smasher
1554,25,No,No,Yard Smasher
1555,25,No,Yes,Yard Smasher
1556,22,No,No,Yard Smasher
1557,37,No,Yes,Yard Smasher
1558,39,No,Yes,Yard Smasher
1559,38,No,Yes,Yard Smasher
1560,21,No,No,Yard Smasher
1561,37,No,Yes,Yard Smasher
1562,35,No,No,Yard Smasher
1563,22,No,No,Yard Smasher
1564,26,No,No,Yard Smasher
1565,38,No,Yes,Yard Smasher
1566,27,No,Yes,Yard Smasher
1567,23,No,No,Yard Smasher
1568,26,No,No,Yard Smasher
1569,35,No,No,Yard Smasher
1570,32,No,Yes,Yard Smasher
1571,32,No,Yes,Yard Smasher
1572,52,No,No,Yard Smasher
1573,30,No,No,Yard Smasher
1574,31,No,Yes,Yard Smasher
1575,22,No,No,Yard Smasher
1576,21,No,No,Yard Smasher
1577,47,No,Yes,Yard Smasher
1578,31,No,Yes,Yard Smasher
1579,37,No,No,Yard Smasher
1580,42,No,No,Yard Smasher
1581,21,No,No,Yard Smasher
1582,27,No,No,Yard Smasher
1583,24,No,No,Yard Smasher
1584,39,No,No,Yard Smasher
1585,64,No,No,Yard Smasher
1586,28,No,Yes,Yard Smasher
1587,25,No,Yes,Yard Smasher
1588,43,No,Yes,Yard Smasher
1589,33,No,No,Yard Smasher
1590,38,No,Yes,Yard Smasher
1591,24,No,No,Yard Smasher
1592,53,No,No,Yard Smasher
1593,29,No,No,Yard Smasher
1594,25,No,Yes,Yard Smasher
1595,22,No,No,Yard Smasher
1596,31,No,No,Yard Smasher
1597,40,No,No,Yard Smasher
1598,31,No,Yes,Yard Smasher
1599,23,No,Yes,Yard Smasher
1600,43,No,Yes,Yard Smasher
1601,36,No,Yes,Yard Smasher
1602,35,No,No,Yard Smasher
1603,20,No,No,Yard Smasher
1604,38,No,No,Yard Smasher
1605,38,No,Yes,Yard Smasher
1606,51,No,Yes,Yard Smasher
1607,33,No,No,Yard Smasher
1608,42,No,No,Yard Smasher
1609,27,No,No,Yard Smasher
1610,28,No,Yes,Yard Smasher
1611,42,No,No,Yard Smasher
1612,27,No,Yes,Yard Smasher
1613,36,No,No,Yard Smasher
1614,18,No,No,Yard Smasher
1615,26,No,Yes,Yard Smasher
1616,24,No,Yes,Yard Smasher
1617,25,No,No,Yard Smasher
1618,21,No,No,Yard Smasher
1619,23,No,Yes,Yard Smasher
1620,38,No,No,Yard Smasher
1621,20,No,Yes,Yard Smasher
1622,29,No,No,Yard Smasher
1623,32,No,No,Yard Smasher
1624,19,No,No,Yard Smasher
1625,33,No,No,Yard Smasher
1626,46,No,No,Yard Smasher
1627,37,No,Yes,Yard Smasher
1628,38,No,No,Yard Smasher
1629,34,No,No,Yard Smasher
1630,37,No,No,Yard Smasher
1631,35,No,No,Yard Smasher
1632,32,No,Yes,Yard Smasher
1633,41,No,No,Yard Smasher
1634,28,No,No,Yard Smasher
1635,25,No,Yes,Yard Smasher
1636,32,No,No,Yard Smasher
1637,38,No,No,Yard Smasher
1638,44,No,Yes,Yard Smasher
1639,32,No,No,Yard Smasher
1640,30,No,Yes,Yard Smasher
1641,36,No,Yes,Yard Smasher
1642,23,No,No,Yard Smasher
1643,49,No,No,Yard Smasher
